"cID","bitterResource","description","molIDinResource","type","bitterClassification","SensoryTestConcentration_mM","EC50_mM","thrPerKg_mM","citation","organism"
"55","https://doi.org/10.1093/chemse/bjp092",,,"URL",,,,,,NULL
"55","https://pubmed.ncbi.nlm.nih.gov/21942422/",,,"pubMed",,,,,"Roland W. S. U. et al. Soy Isoflavones and Other Isoflavonoids Activate the Human Bitter Taste Receptors hTAS2R14 and hTAS2R39, Journal of Agricultural and Food Chemistry, 2011, 59 (21), 11764-11771",NULL
"55","https://pubmed.ncbi.nlm.nih.gov/33355666/",,,"pubMed",,,,,"Behrens M. et al. At the Root of T2R Gene Evolution: Recognition Profiles of Coelacanth and Zebrafish Bitter Receptors, Genome Biology and Evolution, 2021, 13(1)",NULL
"55","https://pubmed.ncbi.nlm.nih.gov/36929150/",,,"pubMed",,,,,"Lang T. et al. Activation Profile of TAS2R2, the 26th Human Bitter Taste Receptor, Molecular Nutrition & Food Research, 2023, 67(11)",NULL
"55","https://pubmed.ncbi.nlm.nih.gov/37860623/",,,"pubMed",,,,,"Kumar P. Bitter taste receptors of the zebra finch (Taeniopygia guttata), Frontiers in Physiology, 2023, 4, 14, 1233711",NULL
"55","merckProp",,,,"Very bitter rectangular plates from dilute methanol",,,,,NULL
"56","http://www.ncbi.nlm.nih.gov/pubmed/20022913",,,"pubMed",,,,,"Meyerhof W, Batram C, Kuhn C, Brockhoff A, Chudoba E, et al. (2010). The molecular receptive ranges of human TAS2R bitter taste receptors. Chem Senses 35(2): 157-70.",NULL
"56","https://pubmed.ncbi.nlm.nih.gov/21942422/",,,"pubMed",,,,,"Roland W. S. U. et al. Soy Isoflavones and Other Isoflavonoids Activate the Human Bitter Taste Receptors hTAS2R14 and hTAS2R39, Journal of Agricultural and Food Chemistry, 2011, 59 (21), 11764-11771",NULL
"56","https://pubmed.ncbi.nlm.nih.gov/36929150/",,,"pubMed",,,,,"Lang T. et al. Activation Profile of TAS2R2, the 26th Human Bitter Taste Receptor, Molecular Nutrition & Food Research, 2023, 67(11)",NULL
"56","https://pubmed.ncbi.nlm.nih.gov/37860623/",,,"pubMed",,,,,"Kumar P. Bitter taste receptors of the zebra finch (Taeniopygia guttata), Frontiers in Physiology, 2023, 4, 14, 1233711",NULL
"57","http://www.ncbi.nlm.nih.gov/pubmed/20022913",,,"pubMed",,,,,"Meyerhof W, Batram C, Kuhn C, Brockhoff A, Chudoba E, et al. (2010). The molecular receptive ranges of human TAS2R bitter taste receptors. Chem Senses 35(2): 157-70.",NULL
"57","https://pubmed.ncbi.nlm.nih.gov/21942422/",,,"pubMed",,,,,"Roland W. S. U. et al. Soy Isoflavones and Other Isoflavonoids Activate the Human Bitter Taste Receptors hTAS2R14 and hTAS2R39, Journal of Agricultural and Food Chemistry, 2011, 59 (21), 11764-11771",NULL
"57","https://pubmed.ncbi.nlm.nih.gov/36929150/",,,"pubMed",,,,,"Lang T. et al. Activation Profile of TAS2R2, the 26th Human Bitter Taste Receptor, Molecular Nutrition & Food Research, 2023, 67(11)",NULL
"58","http://www.ncbi.nlm.nih.gov/pubmed/20022913",,,"pubMed",,,,,"Meyerhof W, Batram C, Kuhn C, Brockhoff A, Chudoba E, et al. (2010). The molecular receptive ranges of human TAS2R bitter taste receptors. Chem Senses 35(2): 157-70.",NULL
"58","https://pubmed.ncbi.nlm.nih.gov/21942422/",,,"pubMed",,,,,"Roland W. S. U. et al. Soy Isoflavones and Other Isoflavonoids Activate the Human Bitter Taste Receptors hTAS2R14 and hTAS2R39, Journal of Agricultural and Food Chemistry, 2011, 59 (21), 11764-11771",NULL
"58","https://pubmed.ncbi.nlm.nih.gov/36929150/",,,"pubMed",,,,,"Lang T. et al. Activation Profile of TAS2R2, the 26th Human Bitter Taste Receptor, Molecular Nutrition & Food Research, 2023, 67(11)",NULL
"58","https://pubmed.ncbi.nlm.nih.gov/37860623/",,,"pubMed",,,,,"Kumar P. Bitter taste receptors of the zebra finch (Taeniopygia guttata), Frontiers in Physiology, 2023, 4, 14, 1233711",NULL
"58","merck",,,,,,,,,NULL
"59","http://www.ncbi.nlm.nih.gov/pubmed/20022913",,,"pubMed",,,,,"Meyerhof W, Batram C, Kuhn C, Brockhoff A, Chudoba E, et al. (2010). The molecular receptive ranges of human TAS2R bitter taste receptors. Chem Senses 35(2): 157-70.",NULL
"59","https://pubmed.ncbi.nlm.nih.gov/21942422/",,,"pubMed",,,,,"Roland W. S. U. et al. Soy Isoflavones and Other Isoflavonoids Activate the Human Bitter Taste Receptors hTAS2R14 and hTAS2R39, Journal of Agricultural and Food Chemistry, 2011, 59 (21), 11764-11771",NULL
"59","https://pubmed.ncbi.nlm.nih.gov/36449493/",,,"pubMed",,,,,"Gibbs M. et al. Bitter taste sensitivity in domestic dogs (Canis familiaris) and its relevance to bitter deterrents of ingestion, PLOS ONE, 2022, 17(11)",NULL
"59","https://pubmed.ncbi.nlm.nih.gov/36929150/",,,"pubMed",,,,,"Lang T. et al. Activation Profile of TAS2R2, the 26th Human Bitter Taste Receptor, Molecular Nutrition & Food Research, 2023, 67(11)",NULL
"60","http://www.ncbi.nlm.nih.gov/pubmed/20022913",,,"pubMed",,,,,"Meyerhof W, Batram C, Kuhn C, Brockhoff A, Chudoba E, et al. (2010). The molecular receptive ranges of human TAS2R bitter taste receptors. Chem Senses 35(2): 157-70.",NULL
"60","https://pubmed.ncbi.nlm.nih.gov/21942422/",,,"pubMed",,,,,"Roland W. S. U. et al. Soy Isoflavones and Other Isoflavonoids Activate the Human Bitter Taste Receptors hTAS2R14 and hTAS2R39, Journal of Agricultural and Food Chemistry, 2011, 59 (21), 11764-11771",NULL
"60","https://pubmed.ncbi.nlm.nih.gov/29355483/",,,"pubMed",,,,,"Liu K. et al. Plasticity of the ligand binding pocket in the bitter taste receptor T2R7, Biochimica et Biophysica Acta (BBA) - Biomembranes, 2018, 1860, 5, 991-999",NULL
"60","https://pubmed.ncbi.nlm.nih.gov/37860623/",,,"pubMed",,,,,"Kumar P. Bitter taste receptors of the zebra finch (Taeniopygia guttata), Frontiers in Physiology, 2023, 4, 14, 1233711",NULL
"61","http://www.ncbi.nlm.nih.gov/pubmed/20022913",,,"pubMed",,,,,"Meyerhof W, Batram C, Kuhn C, Brockhoff A, Chudoba E, et al. (2010). The molecular receptive ranges of human TAS2R bitter taste receptors. Chem Senses 35(2): 157-70.",NULL
"61","https://pubmed.ncbi.nlm.nih.gov/21942422/",,,"pubMed",,,,,"Roland W. S. U. et al. Soy Isoflavones and Other Isoflavonoids Activate the Human Bitter Taste Receptors hTAS2R14 and hTAS2R39, Journal of Agricultural and Food Chemistry, 2011, 59 (21), 11764-11771",NULL
"61","https://pubmed.ncbi.nlm.nih.gov/29355483/",,,"pubMed",,,,,"Liu K. et al. Plasticity of the ligand binding pocket in the bitter taste receptor T2R7, Biochimica et Biophysica Acta (BBA) - Biomembranes, 2018, 1860, 5, 991-999",NULL
"61","https://pubmed.ncbi.nlm.nih.gov/37860623/",,,"pubMed",,,,,"Kumar P. Bitter taste receptors of the zebra finch (Taeniopygia guttata), Frontiers in Physiology, 2023, 4, 14, 1233711",NULL
"61","merck",,,,,,,,,NULL
"62","http://www.ncbi.nlm.nih.gov/pubmed/20022913",,,"pubMed",,,,,"Meyerhof W, Batram C, Kuhn C, Brockhoff A, Chudoba E, et al. (2010). The molecular receptive ranges of human TAS2R bitter taste receptors. Chem Senses 35(2): 157-70.",NULL
"62","https://pubmed.ncbi.nlm.nih.gov/21942422/",,,"pubMed",,,,,"Roland W. S. U. et al. Soy Isoflavones and Other Isoflavonoids Activate the Human Bitter Taste Receptors hTAS2R14 and hTAS2R39, Journal of Agricultural and Food Chemistry, 2011, 59 (21), 11764-11771",NULL
"62","https://pubmed.ncbi.nlm.nih.gov/29355483/",,,"pubMed",,,,,"Liu K. et al. Plasticity of the ligand binding pocket in the bitter taste receptor T2R7, Biochimica et Biophysica Acta (BBA) - Biomembranes, 2018, 1860, 5, 991-999",NULL
"62","https://pubmed.ncbi.nlm.nih.gov/35652727/",,,"pubMed",,,,,"Itoigawa A. et al. Functional Diversity and Evolution of Bitter Taste Receptors in Egg-Laying Mammals, Molecular Biology and Evolution, 2022, 39(6)",NULL
"62","https://pubmed.ncbi.nlm.nih.gov/37413835/",,,"pubMed",,,,,"Yang J. et al. Discovery and verification of bitter components in Panax notoginseng based on the integrated strategy of pharmacophore model, system separation and bitter tracing technology, Food Chemistry, 2023, 428, 136716",NULL
"62","https://pubmed.ncbi.nlm.nih.gov/37860623/",,,"pubMed",,,,,"Kumar P. Bitter taste receptors of the zebra finch (Taeniopygia guttata), Frontiers in Physiology, 2023, 4, 14, 1233711",NULL
"63","http://www.ncbi.nlm.nih.gov/pubmed/19092995","supplementary data",,"pubMed",,,,,"Dotson CD, Zhang L, Xu H, Shin YK, Vigues S, et al. (2008). Bitter taste receptors influence glucose homeostasis. PLoS One 3(12): e3974.",NULL
"63","http://www.ncbi.nlm.nih.gov/pubmed/20022913",,,"pubMed",,,,,"Meyerhof W, Batram C, Kuhn C, Brockhoff A, Chudoba E, et al. (2010). The molecular receptive ranges of human TAS2R bitter taste receptors. Chem Senses 35(2): 157-70.",NULL
"63","https://pubmed.ncbi.nlm.nih.gov/21942422/",,,"pubMed",,,,,"Roland W. S. U. et al. Soy Isoflavones and Other Isoflavonoids Activate the Human Bitter Taste Receptors hTAS2R14 and hTAS2R39, Journal of Agricultural and Food Chemistry, 2011, 59 (21), 11764-11771",NULL
"63","https://pubmed.ncbi.nlm.nih.gov/34504956/",,,"pubMed",,,,,"Shimizu T. et al. Expression profiles and functional characterization of common carp (Cyprinus carpio) T2Rs, Biochemistry and Biophysics Reports, 2021, 28, 101123",NULL
"63","https://pubmed.ncbi.nlm.nih.gov/36929150/",,,"pubMed",,,,,"Lang T. et al. Activation Profile of TAS2R2, the 26th Human Bitter Taste Receptor, Molecular Nutrition & Food Research, 2023, 67(11)",NULL
"63","merck",,,,,,,,,NULL
"64","http://www.ncbi.nlm.nih.gov/pubmed/20022913",,,"pubMed",,,,,"Meyerhof W, Batram C, Kuhn C, Brockhoff A, Chudoba E, et al. (2010). The molecular receptive ranges of human TAS2R bitter taste receptors. Chem Senses 35(2): 157-70.",NULL
"64","https://pubmed.ncbi.nlm.nih.gov/21942422/",,,"pubMed",,,,,"Roland W. S. U. et al. Soy Isoflavones and Other Isoflavonoids Activate the Human Bitter Taste Receptors hTAS2R14 and hTAS2R39, Journal of Agricultural and Food Chemistry, 2011, 59 (21), 11764-11771",NULL
"64","https://pubmed.ncbi.nlm.nih.gov/36929150/",,,"pubMed",,,,,"Lang T. et al. Activation Profile of TAS2R2, the 26th Human Bitter Taste Receptor, Molecular Nutrition & Food Research, 2023, 67(11)",NULL
"65","http://www.ncbi.nlm.nih.gov/pubmed/20022913",,,"pubMed",,,,,"Meyerhof W, Batram C, Kuhn C, Brockhoff A, Chudoba E, et al. (2010). The molecular receptive ranges of human TAS2R bitter taste receptors. Chem Senses 35(2): 157-70.",NULL
"65","https://pubmed.ncbi.nlm.nih.gov/21942422/",,,"pubMed",,,,,"Roland W. S. U. et al. Soy Isoflavones and Other Isoflavonoids Activate the Human Bitter Taste Receptors hTAS2R14 and hTAS2R39, Journal of Agricultural and Food Chemistry, 2011, 59 (21), 11764-11771",NULL
"65","https://pubmed.ncbi.nlm.nih.gov/31236627/",,,"pubMed",,,,,"Di Pizio A. et al. Rational design of agonists for bitter taste receptor TAS2R14: from modeling to bench and back,Â Cell. Mol. Life Sci., 2020, 77, 531â€“542",NULL
"65","https://pubmed.ncbi.nlm.nih.gov/34785711/",,,"pubMed",,,,,"Cui M. et al. Activation of specific bitter taste receptors by olive oil phenolics and secoiridoids,Â Sci Rep, 2021, 11, 22340",NULL
"65","https://pubmed.ncbi.nlm.nih.gov/34881772/",,,"pubMed",,,,,"Huang T.-T. et al. Piperine, as a TAS2R14 agonist, stimulates the secretion of glucagon-like peptide-1 in the human enteroendocrine cell line Caco-2, Food & Function, 2022, 13, 242-254",NULL
"65","https://pubmed.ncbi.nlm.nih.gov/35652727/",,,"pubMed",,,,,"Itoigawa A. et al. Functional Diversity and Evolution of Bitter Taste Receptors in Egg-Laying Mammals, Molecular Biology and Evolution, 2022, 39(6)",NULL
"65","https://pubmed.ncbi.nlm.nih.gov/36847646/",,,"pubMed",,,,,"Waterloo L. et al. Discovery of 2-Aminopyrimidines as Potent Agonists for the Bitter Taste Receptor TAS2R14, Journal of Medicinal Chemistry, 2023, 66, 5, 3499â€“3521",NULL
"65","https://pubmed.ncbi.nlm.nih.gov/36929150/",,,"pubMed",,,,,"Lang T. et al. Activation Profile of TAS2R2, the 26th Human Bitter Taste Receptor, Molecular Nutrition & Food Research, 2023, 67(11)",NULL
"65","https://pubmed.ncbi.nlm.nih.gov/37012410/",,,"pubMed",,,,,"Fierro F. et al. Inhibiting a promiscuous GPCR: iterative discovery of bitter taste receptor ligands, Cellular and Molecular Life Sciences, 2023, 80, 114",NULL
"65","https://pubmed.ncbi.nlm.nih.gov/37625013/",,,"pubMed",,,,,"Chen S. et al. Anti-HIV drugs lopinavir/ritonavir activate bitter taste receptors, Chemical Senses, 2023, 48",NULL
"66","http://www.ncbi.nlm.nih.gov/pubmed/20022913",,,"pubMed",,,,,"Meyerhof W, Batram C, Kuhn C, Brockhoff A, Chudoba E, et al. (2010). The molecular receptive ranges of human TAS2R bitter taste receptors. Chem Senses 35(2): 157-70.",NULL
"66","https://pubmed.ncbi.nlm.nih.gov/21942422/",,,"pubMed",,,,,"Roland W. S. U. et al. Soy Isoflavones and Other Isoflavonoids Activate the Human Bitter Taste Receptors hTAS2R14 and hTAS2R39, Journal of Agricultural and Food Chemistry, 2011, 59 (21), 11764-11771",NULL
"66","https://pubmed.ncbi.nlm.nih.gov/36929150/",,,"pubMed",,,,,"Lang T. et al. Activation Profile of TAS2R2, the 26th Human Bitter Taste Receptor, Molecular Nutrition & Food Research, 2023, 67(11)",NULL
"67","http://www.ncbi.nlm.nih.gov/pubmed/20022913",,,"pubMed",,,,,"Meyerhof W, Batram C, Kuhn C, Brockhoff A, Chudoba E, et al. (2010). The molecular receptive ranges of human TAS2R bitter taste receptors. Chem Senses 35(2): 157-70.",NULL
"67","https://pubmed.ncbi.nlm.nih.gov/15178431/",,,"pubMed",,,,,"Behrens M. et al. The human taste receptor hTAS2R14 responds to a variety of different bitter compounds, Biochemical and Biophysical Research Communications, 2004, 319(2), 479-85",NULL
"67","https://pubmed.ncbi.nlm.nih.gov/21942422/",,,"pubMed",,,,,"Roland W. S. U. et al. Soy Isoflavones and Other Isoflavonoids Activate the Human Bitter Taste Receptors hTAS2R14 and hTAS2R39, Journal of Agricultural and Food Chemistry, 2011, 59 (21), 11764-11771",NULL
"67","https://pubmed.ncbi.nlm.nih.gov/33355666/",,,"pubMed",,,,,"Behrens M. et al. At the Root of T2R Gene Evolution: Recognition Profiles of Coelacanth and Zebrafish Bitter Receptors, Genome Biology and Evolution, 2021, 13(1)",NULL
"67","https://pubmed.ncbi.nlm.nih.gov/35652727/",,,"pubMed",,,,,"Itoigawa A. et al. Functional Diversity and Evolution of Bitter Taste Receptors in Egg-Laying Mammals, Molecular Biology and Evolution, 2022, 39(6)",NULL
"67","https://pubmed.ncbi.nlm.nih.gov/36929150/",,,"pubMed",,,,,"Lang T. et al. Activation Profile of TAS2R2, the 26th Human Bitter Taste Receptor, Molecular Nutrition & Food Research, 2023, 67(11)",NULL
"68","http://www.ncbi.nlm.nih.gov/pubmed/20022913",,,"pubMed",,,,,"Meyerhof W, Batram C, Kuhn C, Brockhoff A, Chudoba E, et al. (2010). The molecular receptive ranges of human TAS2R bitter taste receptors. Chem Senses 35(2): 157-70.",NULL
"68","https://doi.org/10.1093/chemse/bjp092",,,"URL",,,,,,NULL
"68","https://pubmed.ncbi.nlm.nih.gov/21942422/",,,"pubMed",,,,,"Roland W. S. U. et al. Soy Isoflavones and Other Isoflavonoids Activate the Human Bitter Taste Receptors hTAS2R14 and hTAS2R39, Journal of Agricultural and Food Chemistry, 2011, 59 (21), 11764-11771",NULL
"69","http://www.ncbi.nlm.nih.gov/pubmed/20022913",,,"pubMed",,,,,"Meyerhof W, Batram C, Kuhn C, Brockhoff A, Chudoba E, et al. (2010). The molecular receptive ranges of human TAS2R bitter taste receptors. Chem Senses 35(2): 157-70.",NULL
"69","https://doi.org/10.1093/chemse/bjp092",,,"URL",,,,,,NULL
"69","https://pubmed.ncbi.nlm.nih.gov/21942422/",,,"pubMed",,,,,"Roland W. S. U. et al. Soy Isoflavones and Other Isoflavonoids Activate the Human Bitter Taste Receptors hTAS2R14 and hTAS2R39, Journal of Agricultural and Food Chemistry, 2011, 59 (21), 11764-11771",NULL
"69","https://pubmed.ncbi.nlm.nih.gov/26488302/",,,"pubMed",,,,,"Lei W. et al. Functional Analyses of Bitter Taste Receptors in Domestic Cats (Felis catus), PLOS ONE, 2015, 10(10)",NULL
"69","https://pubmed.ncbi.nlm.nih.gov/27866985/",,,"pubMed",,,,,"Dey B. et al. Identification of functional bitter taste receptors and their antagonist in chickens, Biochemical and Biophysical Research Communications, 2017, 482(4), 693-699",NULL
"69","https://pubmed.ncbi.nlm.nih.gov/32330040/",,,"pubMed",,,,,"Fotsing J. R. et al. Discovery and Development of S6821 and S7958 as Potent TAS2R8 Antagonists, Journal of Medicinal Chemistry, 2020, 63(9), 4957-4977",NULL
"69","https://pubmed.ncbi.nlm.nih.gov/33289344/",,,"pubMed",,,,,"Lu Q. et al. Molecular evolution and deorphanization of bitter taste receptors in a vampire bat, Integrative Zoology, 2021, 16(5), 659-669",NULL
"69","https://pubmed.ncbi.nlm.nih.gov/33355666/",,,"pubMed",,,,,"Behrens M. et al. At the Root of T2R Gene Evolution: Recognition Profiles of Coelacanth and Zebrafish Bitter Receptors, Genome Biology and Evolution, 2021, 13(1)",NULL
"69","https://pubmed.ncbi.nlm.nih.gov/33784867/",,,"pubMed",,,,,"Ziegler F. and Behrens M. Bitter taste receptors of the common vampire bat are functional and show conserved responses to metal ions in vitro, Proceedings of the Royal Society B: Biological Sciences, 2021, 288(1947)",NULL
"69","https://pubmed.ncbi.nlm.nih.gov/34504956/",,,"pubMed",,,,,"Shimizu T. et al. Expression profiles and functional characterization of common carp (Cyprinus carpio) T2Rs, Biochemistry and Biophysics Reports, 2021, 28, 101123",NULL
"69","https://pubmed.ncbi.nlm.nih.gov/34785711/",,,"pubMed",,,,,"Cui M. et al. Activation of specific bitter taste receptors by olive oil phenolics and secoiridoids,Â Sci Rep, 2021, 11, 22340",NULL
"69","https://pubmed.ncbi.nlm.nih.gov/35652727/",,,"pubMed",,,,,"Itoigawa A. et al. Functional Diversity and Evolution of Bitter Taste Receptors in Egg-Laying Mammals, Molecular Biology and Evolution, 2022, 39(6)",NULL
"69","https://pubmed.ncbi.nlm.nih.gov/35967977/",,,"pubMed",,,,,"Nolden A. A. Variation in TAS2R receptor genes explains differential bitterness of two common antibiotics, Frontiers in Genetics, 2022, 13",NULL
"69","https://pubmed.ncbi.nlm.nih.gov/36929150/",,,"pubMed",,,,,"Lang T. et al. Activation Profile of TAS2R2, the 26th Human Bitter Taste Receptor, Molecular Nutrition & Food Research, 2023, 67(11)",NULL
"69","https://pubmed.ncbi.nlm.nih.gov/37625013/",,,"pubMed",,,,,"Chen S. et al. Anti-HIV drugs lopinavir/ritonavir activate bitter taste receptors, Chemical Senses, 2023, 48",NULL
"69","https://pubmed.ncbi.nlm.nih.gov/37860623/",,,"pubMed",,,,,"Kumar P. Bitter taste receptors of the zebra finch (Taeniopygia guttata), Frontiers in Physiology, 2023, 4, 14, 1233711",NULL
"69","https://www.pnas.org/doi/10.1073/pnas.2218183120",,,"URL",,,,,"Hao X. et al. Evolution of bitter receptor genes and ontogenetic dietary shift in a frog, Proceedings of the National Academy of Sciences, 2023, 120(8)",NULL
"70","http://www.ncbi.nlm.nih.gov/pubmed/20022913",,,"pubMed",,,,,"Meyerhof W, Batram C, Kuhn C, Brockhoff A, Chudoba E, et al. (2010). The molecular receptive ranges of human TAS2R bitter taste receptors. Chem Senses 35(2): 157-70.",NULL
