compound_id,external_id,annotations
2714,C12140,"Anthocyanidins
Anthocyanidins and anthocyanins
"
2722,LMPK12100028,"Neoflavonoids
"
2728,CHEBI:50545,"isoeugenol
"
2736,CHEBI:75092,"pentahydroxyflavone
7-hydroxyflavonol
"
2736,C10105,"Flavones and Flavonols
flavonols
"
2736,LMPK12112517,"Flavones and Flavonols
"
2742,CHEBI:39248,"long-chain fatty acid
straight-chain saturated fatty acid
"
2742,LMFA01010021,"Straight chain fatty acids
"
2744,CHEBI:75164,"monomethoxyflavone
pentahydroxyflavone
flavonols
"
2744,C10118,"Flavones and Flavonols
flavonols
"
2744,LMPK12112986,"Flavones and Flavonols
"
2746,CHEBI:7947,"monomethoxyflavone
tetrahydroxyflavone
"
2746,C10119,"Flavones and Flavonols
flavones
"
2746,LMPK12111231,"Flavones and Flavonols
"
2753,CHEBI:75033,"anthocyanidin chloride
"
2755,CHEBI:75035,"anthocyanidin chloride
"
2774,C09311,"coumarins
"
2775,CHEBI:490095,"hydroxycoumarin
"
2775,C09263,"coumarins
"
2775,CPD-8097,"a coumarin
"
2778,CHEBI:31028,"catechin
"
2778,C12128,"Flavan 3-ols
"
2778,LMPK12020036,"Flavans, Flavanols and Leucoanthocyanidins
"
2785,CHEBI:2607,"aromatic primary alcohol
dihydroxyanthraquinone
"
2785,C10294,"Anthracenes and phenanthrenes
Anthraquinone type
"
2785,LMPK13040002,"Anthracenes and phenanthrenes
"
2787,CHEBI:64983,"phenols
benzochromenone
"
2788,CHEBI:2631,"ring assembly
biflavonoid
hydroxyflavone
"
2788,C10018,"Biflavonoids and polyflavonoids
"
2788,LMPK12040009,"Biflavonoids and polyflavonoids
"
2798,CHEBI:18388,"trihydroxyflavone
"
2798,C01477,"Flavones and Flavonols
flavones
"
2798,LMPK12110005,"Flavones and Flavonols
"
2800,LMPK12111071,"Flavones and Flavonols
"
2806,CHEBI:15401,"tetrahydroxyflavanone
dihydroflavonols
"
2806,C00974,"Dihyroflavonols
"
2807,LMPK12110892,"Flavones and Flavonols
"
2889,CHEBI:77391,"triglyceride
"
2889,LMGL03012616,"Triacylglycerols
"
2890,CHEBI:28875,"long-chain fatty acid
straight-chain saturated fatty acid
"
2890,C06424,"Straight chain fatty acids
Saturated fatty acids
"
2890,LMFA01010014,"Straight chain fatty acids
"
2891,CHEBI:77417,"long-chain primary fatty alcohol
fatty alcohol 14:0
"
2891,LMFA05000041,"Fatty alcohols
"
2891,CPD-7875,"a long-chain alcohol
a primary alcohol
a fatty alcohol
"
2892,LMFA12000177,"Oxygenated hydrocarbons
"
2893,CHEBI:31003,"very long-chain fatty acid
straight-chain saturated fatty acid
"
2893,LMFA01010030,"Straight chain fatty acids
"
2894,CHEBI:42394,"very long-chain fatty acid
straight-chain saturated fatty acid
"
2894,LMFA01010023,"Straight chain fatty acids
"
2899,LMFA11000331,"Hydrocarbons
"
2906,CHEBI:77389,"triglyceride
"
2906,LMGL03012618,"Triacylglycerols
"
2907,CHEBI:75844,"triglyceride
"
2907,LMGL03010371,"Triacylglycerols
"
2911,CHEBI:53753,"triglyceride
"
2911,LMGL03010250,"Triacylglycerols
"
2912,CHEBI:77393,"triglyceride
"
2912,LMGL03010001,"Triacylglycerols
"
2912,CPD66-35,"a triacylglycerol
"
2913,CHEBI:45956,"triglyceride
"
2913,LMGL03010002,"Triacylglycerols
"
2917,CHEBI:46202,"fatty aldehyde
"
2917,LMFA06000064,"Fatty aldehydes
"
2928,CHEBI:28822,"long-chain fatty acid
straight-chain saturated fatty acid
"
2928,C06425,"Straight chain fatty acids
Saturated fatty acids
"
2928,LMFA01010020,"Straight chain fatty acids
"
2935,CHEBI:44247,"tetracosenoic acid
"
2935,C08323,"Unsaturated fatty acids
Monounsaturated fatty acids
"
2935,LMFA01030092,"Unsaturated fatty acids
"
2937,LMFA05000136,"Fatty alcohols
"
2939,LMFA05000134,"Fatty alcohols
"
2942,CHEBI:28842,"long-chain fatty acid
saturated fatty acid
straight-chain saturated fatty acid
"
2942,C01530,"Straight chain fatty acids
Saturated fatty acids
"
2942,LMFA01010018,"Straight chain fatty acids
"
2945,LMFA01030144,"Unsaturated fatty acids
"
2948,LMFA01030153,"Unsaturated fatty acids
"
2952,CHEBI:27997,"octadec-9-enoic acid
"
2952,C01712,"Unsaturated fatty acids
Monounsaturated fatty acids
"
2952,LMFA01030073,"Unsaturated fatty acids
"
2953,CHEBI:50464,"vaccenic acid
"
2953,LMFA01030076,"Unsaturated fatty acids
"
2969,LMFA02000246,"Other Octadecanoids
"
2970,LMFA02000255,"Other Octadecanoids
"
2971,LMFA01060100,"Oxo fatty acids
"
2984,CHEBI:60956,"long-chain fatty acid
straight-chain fatty acid
divinyl ether fatty acid
"
2984,LMFA10000001,"Fatty ethers
"
2986,LMFA01140007,"Carbocyclic fatty acids
"
2987,LMFA07010455,"Wax monoesters
"
2988,LMFA06000053,"Fatty aldehydes
"
2991,LMFA01030198,"Unsaturated fatty acids
"
2993,CHEBI:32381,"decenoic acid
"
2993,LMFA01030033,"Unsaturated fatty acids
"
2999,CHEBI:2120,"5-alkylresorcinol
"
3001,CHEBI:52333,"1,2-diacyl-sn-glycerol
dioleoylglycerol
"
3001,LMGL02010049,"Diacylglycerols
"
3005,LMFA01030400,"Unsaturated fatty acids
"
3006,CHEBI:32428,"docosenoic acid
"
3006,LMFA01030088,"Unsaturated fatty acids
"
3011,CHEBI:30805,"medium-chain fatty acid
straight-chain saturated fatty acid
"
3011,C02679,"Straight chain fatty acids
Saturated fatty acids
"
3011,LMFA01010012,"Straight chain fatty acids
"
3012,LMFA07010463,"Wax monoesters
"
3031,CHEBI:5658,"dialkyl ketone
"
3031,LMFA12000005,"Oxygenated hydrocarbons
"
3046,CHEBI:31009,"very long-chain fatty acid
straight-chain saturated fatty acid
"
3046,LMFA01010026,"Straight chain fatty acids
"
3049,CHEBI:17600,"long-chain fatty aldehyde
"
3049,LMFA06000088,"Fatty aldehydes
"
3049,PALMITALDEHYDE,"a small molecule
"
3050,CHEBI:73722,"alpha,omega-dicarboxylic acid
"
3050,LMFA01170022,"Dicarboxylic acids
"
3052,CHEBI:16125,"long-chain primary fatty alcohol
fatty alcohol 16:0
"
3052,C00823,"Fatty alcohols
"
3052,LMFA05000061,"Fatty alcohols
"
3052,CPD-348,"a small molecule
"
3061,CHEBI:34496,"9-HODE
"
3061,C14767,"Other Octadecanoids
"
3061,LMFA02000188,"Other Octadecanoids
"
3069,LMFA01020014,"Branched fatty acids
"
3075,CHEBI:43722,"long-chain fatty acid
branched-chain saturated fatty acid
"
3075,LMFA01020007,"Branched fatty acids
"
3077,CPD-8508,"a monoacylglycerol
"
3078,CHEBI:75455,"2-monoglyceride
"
3078,LMGL01010025,"Monoacylglycerols
"
3078,CPD66-43,"a monoacylglycerol
"
3082,CHEBI:39420,"very long-chain fatty acid
straight-chain saturated fatty acid
"
3082,LMFA01010025,"Straight chain fatty acids
"
3083,CHEBI:17302,"long-chain fatty aldehyde
"
3083,C01948,"Fatty aldehydes
"
3083,LMFA06000083,"Fatty aldehydes
"
3083,CPD-388,"a small molecule
"
3087,LMFA12000056,"Oxygenated hydrocarbons
"
3087,CPD-7898,"a ketone
"
3100,CHEBI:35020,"triglyceride
"
3100,C13870,"Triacylglycerols
"
3100,CPD-13014,"a triacylglycerol
"
3103,CHEBI:28364,"omega-3 fatty acid
icosapentaenoic acid
"
3103,C06428,"Unsaturated fatty acids
Polyunsaturated fatty acids
Liner triterpenes
"
3103,LMFA01030759,"Unsaturated fatty acids
"
3112,LMGL03012338,"Triacylglycerols
"
3115,LMGL03010716,"Triacylglycerols
"
3135,CHEBI:77388,"triglyceride
"
3135,LMGL03012617,"Triacylglycerols
"
3138,LMFA01150002,"Heterocyclic fatty acids
"
3190,CPD-6021,"a disaccharide
"
3192,CHEBI:15891,"amino sulfonic acid
"
3202,CHEBI:15711,"indoles
indoleacetic acid ester conjugate
cyclitol ester
"
3209,CHEBI:16555,"thioacetic acid
"
3210,CHEBI:51280,"thioester
"
3214,CHEBI:45969,"tricarboxylic acid
"
3217,CHEBI:34800,"cyclic ketone
enone
"
3226,CHEBI:15746,"polyazaalkane
tetraamine
"
3229,LMFA06000251,"Fatty aldehydes
"
3229,CPD-9053,"an <i>n</i>-alkanal
"
3231,CHEBI:17418,"straight-chain saturated fatty acid
short-chain fatty acid
"
3231,C00803,"Straight chain fatty acids
Saturated fatty acids
"
3231,LMFA01010005,"Straight chain fatty acids
"
3232,CHEBI:36812,"aromatic ketone
"
3237,CHEBI:46788,"primary alcohol
hydroxyether
"
3240,ETHYL-ACETOACETATE,"a small molecule
"
3241,CHEBI:27750,"acetate ester
"
3241,ETHYLACETATE,"a small molecule
"
3242,ETHYL-ACETOACETATE,"a small molecule
"
3243,CHEBI:15862,"primary aliphatic amine
"
3243,ETHANAMINE,"a small molecule
"
3244,CHEBI:17967,"carbamate ester
"
3244,URETHAN,"a small molecule
"
3250,CHEBI:30347,"alkane-alpha,omega-diamine
"
3250,CPD-3682,"an amine
"
3254,CHEBI:52342,"formate ester
"
3258,CHEBI:50849,"carbonate ester
"
3263,LMPK12120257,"Chalcones and dihydrochalcones
"
3272,CHEBI:48943,"propanals
"
3272,CPD-7000,"an <i>n</i>-alkanal
"
3275,CHEBI:46645,"primary alcohol
alkyl alcohol
"
3275,LMFA05000100,"Fatty alcohols
"
3275,ISOBUTANOL,"a small molecule
"
3276,CHEBI:50569,"acetate ester
"
3278,CHEBI:16135,"branched-chain saturated fatty acid
methyl-branched fatty acid
short-chain fatty acid
"
3278,LMFA01020071,"Branched fatty acids
"
3279,LMFA07010503,"Wax monoesters
"
3283,CHEBI:41131,"2-butenoic acid
"
3283,LMFA01030195,"Unsaturated fatty acids
"
3286,CHEBI:16638,"methylbutanal
"
3286,CPD-7031,"a small molecule
"
3291,CHEBI:35460,"maleate ester
"
3292,CHEBI:18012,"butenedioic acid
"
3294,CHEBI:42111,"2-hydroxypropanoic acid
"
3295,CHEBI:422,"2-hydroxypropanoic acid
"
3296,CHEBI:6408,"pentathiepane
"
3298,CHEBI:17071,"glycolaldehydes
"
3298,GLYCOLALDEHYDE,"a small molecule
"
3299,CHEBI:17497,"primary alcohol
2-hydroxy monocarboxylic acid
"
3307,CHEBI:29019,"medium-chain fatty acid
straight-chain saturated fatty acid
"
3307,C01601,"Straight chain fatty acids
"
3307,LMFA01010009,"Straight chain fatty acids
"
3308,CHEBI:35986,"fatty alcohol
"
3308,LMFA05000092,"Fatty alcohols
"
3309,CHEBI:77927,"methyl ketone
"
3309,LMFA12000052,"Oxygenated hydrocarbons
"
3318,CHEBI:51749,"ynoate ester
"
3337,CHEBI:28837,"medium-chain fatty acid
straight-chain saturated fatty acid
"
3337,C06423,"Straight chain fatty acids
Saturated fatty acids
"
3337,LMFA01010008,"Straight chain fatty acids
"
3338,LMFA07010446,"Wax monoesters
"
3339,CHEBI:31007,"fluorocarbon
"
3340,CHEBI:17935,"fatty aldehyde
"
3340,C01545,"Fatty aldehydes
"
3340,LMFA06000028,"Fatty aldehydes
"
3340,CPD-371,"an <i>n</i>-alkanal
"
3341,CHEBI:9300,"alpha,omega-dicarboxylic acid
"
3341,C08278,"Dicarboxylic acids
"
3341,LMFA01170001,"Dicarboxylic acids
"
3345,LMFA12000054,"Oxygenated hydrocarbons
"
3346,LMFA12000055,"Oxygenated hydrocarbons
"
3358,CHEBI:16995,"alpha,omega-dicarboxylic acid
"
3360,CHEBI:30831,"2-oxo monocarboxylic acid
short-chain fatty acid
"
3360,C00109,"Oxo fatty acids
"
3360,LMFA01060002,"Oxo fatty acids
"
3362,CHEBI:30915,"oxo dicarboxylic acid
"
3363,CHEBI:15753,"oxo dicarboxylic acid
"
3363,LMFA01170121,"Dicarboxylic acids
"
3365,CHEBI:67125,"methyl ketone
pyrroline
acylimine
"
3366,LMFA12000011,"Oxygenated hydrocarbons
"
3367,CHEBI:33033,"2-oxo monocarboxylic acid
oxopentanoic acid
"
3367,C06255,"Oxo fatty acids
"
3367,LMFA01060004,"Oxo fatty acids
"
3368,CHEBI:52051,"acetate ester
"
3368,CPD-6501,"a small molecule
"
3379,CHEBI:15743,"butanals
"
3379,BUTANAL,"an <i>n</i>-alkanal
"
3380,CPD-12276,"a glycol
"
3381,CHEBI:43799,"primary aliphatic amine
"
3381,BUTYLAMINE,"a small molecule
"
3383,CPD-326,"a small molecule
"
3384,CHEBI:28398,"methyl ketone
dialkyl ketone
"
3384,LMFA12000043,"Oxygenated hydrocarbons
"
3384,MEK,"a methyl-ethyl-ketone
"
3387,CHEBI:31328,"acetate ester
"
3387,CPD-13346,"an ester
"
3390,CHEBI:63921,"ether
primary alcohol
"
3391,CHEBI:50534,"isothiocyanate
"
3393,CHEBI:42639,"butan-4-olide
"
3393,LMFA07040004,"Lactones
"
3394,CHEBI:27385,"one-carbon compound
chloromethanes
chlorocarbon
"
3394,CPD-842,"a small molecule
"
3395,CHEBI:27869,"monocarboxylic acid
organochlorine compound
"
3395,C06755,"Pesticides
"
3395,LMFA01090068,"Halogenated fatty acids
"
3398,C18676,"Pesticides
"
3398,CPD0-1953,"a small molecule
"
3405,CHEBI:15964,"sulfamic acids
"
3407,CHEBI:36096,"monocarboxylic acid
"
3409,CHEBI:41674,"cyclohexanedione
"
3409,CPD0-1349,"a ketone
"
3419,CHEBI:17854,"cyclohexanones
"
3419,CYCLOHEXANONE,"a small molecule
"
3478,CHEBI:37277,"monocarboxylic acid
"
3479,CHEBI:15773,"primary aliphatic amine
"
3479,CPD-303,"a small molecule
"
3482,CHEBI:16486,"cyclopentanones
"
3482,CYCLOPENTANONE,"a small molecule
"
3485,CHEBI:77929,"methyl ketone
"
3485,LMFA12000044,"Oxygenated hydrocarbons
"
3488,CHEBI:7351,"acetamides
"
3490,CHEBI:30629,"triamine
polyazaalkane
"
3492,CHEBI:4608,"organic disulfide
"
3497,CHEBI:35807,"nitrosamine
"
3507,LMPK12110047,"Flavones and Flavonols
"
3510,CHEBI:35928,"organic peroxide
"
3514,CHEBI:29108,"monoatomic dication
divalent metal cation
calcium cation
"
3514,CA+2,"a cation
"
3517,CHEBI:49544,"chromium cation
monoatomic trication
"
3517,CR+3,"a cation
"
3519,CHEBI:18420,"monoatomic dication
divalent metal cation
magnesium cation
"
3519,MG+2,"a cation
"
3522,CHEBI:29103,"elemental potassium
alkali metal cation
monovalent inorganic cation
monoatomic monocation
"
3522,K+,"a cation
"
3524,CHEBI:29101,"elemental sodium
alkali metal cation
monovalent inorganic cation
monoatomic monocation
"
3524,NA+,"a cation
"
3555,CHEBI:16335,"adenosines
"
3555,C00212,"Ribonucleosides
"
3571,CHEBI:49470,"monoatomic aluminium
monoatomic trication
aluminium cation
"
3571,CPD-1484,"a cation
"
3572,CHEBI:17296,"primary arylamine
anilines
"
3572,ANILINE,"an arylamine
"
3576,CHEBI:30168,"monoatomic boron
monoatomic trication
"
3582,CHEBI:48828,"monoatomic dication
divalent metal cation
cobalt cation
"
3582,CO+2,"a cation
"
3583,CHEBI:29036,"monoatomic dication
divalent metal cation
copper cation
"
3583,CU+2,"a cation
"
3592,CHEBI:17437,"methyl sulfide
"
3592,CPD-7670,"an organosulfur compound
"
3599,CHEBI:4903,"terminal acetylenic compound
17-hydroxy steroid
3-hydroxy steroid
"
3599,C07534,"C18 steroids (estrogens) and derivatives
"
3599,LMST02010036,"C18 steroids (estrogens) and derivatives
"
3604,CHEBI:17515,"gamma-glutamylcysteine
"
3631,CHEBI:30550,"monoatomic tetracation
"
3633,CHEBI:16750,"guanosines
"
3633,C00387,"Ribonucleosides
"
3637,CHEBI:29035,"monoatomic dication
divalent metal cation
manganese cation
"
3637,MN+2,"a cation
"
3654,MO+2,"a cation
"
3655,CHEBI:15729,"ornithine
"
3655,C00077,"Other amino acids
"
3714,CHEBI:30584,"elemental silicon
monoatomic tetracation
"
3730,CHEBI:29105,"monoatomic dication
divalent metal cation
zinc cation
"
3730,ZN+2,"a cation
"
3763,CHEBI:49867,"monoatomic trication
elemental antimony
"
3764,CHEBI:35828,"monoatomic arsenic
"
3765,CHEBI:37136,"monoatomic dication
barium cation
divalent metal cation
"
3765,BA+2,"a cation
"
3767,CHEBI:48775,"monoatomic dication
divalent metal cation
cadmium cation
"
3767,CD+2,"a cation
"
3771,CHEBI:17051,"halide anion
monoatomic fluorine
"
3771,F-,"an anion
"
3778,CHEBI:49807,"monoatomic dication
divalent metal cation
lead cation
"
3778,PB+2,"a cation
"
3781,CHEBI:16793,"monoatomic dication
divalent metal cation
mercury cation
"
3781,HG+2,"a cation
"
3784,CHEBI:49847,"rubidium molecular entity
alkali metal cation
monovalent inorganic cation
monoatomic monocation
"
3784,RB+,"a cation
"
3787,CHEBI:35104,"monoatomic dication
divalent metal cation
strontium cation
"
3791,CHEBI:30517,"monoatomic tetracation
tungsten cation
"
3793,CHEBI:49948,"vanadium cation
monoatomic trication
"
3812,CHEBI:17632,"nitrogen oxoanion
reactive nitrogen species
inorganic anion
"
3812,NITRATE,"an anion
"
3909,CHEBI:16134,"mononuclear parent hydride
azane
"
3909,AMMONIA,"a small molecule
"
3950,CHEBI:17368,"oxopurine
nucleobase analogue
purine nucleobase
"
3950,C00262,"Purine alkaloids
"
3950,HYPOXANTHINE,"a purine-related compound
a purine base
"
3959,CHEBI:16830,"one-carbon compound
primary aliphatic amine
methylamines
"
3959,METHYLAMINE,"a small molecule
"
3969,CHEBI:17688,"nicotine
"
3969,C00745,"Pesticides
Alkaloids
Pyridine alkaloids
"
3992,CHEBI:16119,"alpha,beta-unsaturated monocarboxylic acid
cyclohexenecarboxylic acid
hydroxy monocarboxylic acid
"
4044,CHEBI:39246,"long-chain fatty acid
straight-chain saturated fatty acid
"
4044,C16535,"Straight chain fatty acids
"
4044,LMFA01010019,"Straight chain fatty acids
"
4091,CHEBI:16684,"racemate
"
4091,C01479,"Alkaloids
Tropane alkaloids
Tropan alkaloids
"
4182,CHEBI:49713,"alkali metal cation
monovalent inorganic cation
monoatomic monocation
"
4182,LI+,"a cation
"
4189,CHEBI:49468,"monovalent inorganic cation
monoatomic monocation
silver cation
elemental silver
"
4189,AG+,"a cation
"
4218,CHEBI:4828,"amino-acid betaine
histidine derivative
"
4223,CHEBI:16235,"oxopurine
2-aminopurines
purine nucleobase
"
4223,C00242,"purines
"
4223,GUANINE,"a purine base
a purine
"
4235,CHEBI:16796,"acetamides
tryptamines
"
4235,C01598,"Indole alkaloids
Melatonin
"
4235,N-ACETYL-5-METHOXY-TRYPTAMINE,"a small molecule
"
4246,CHEBI:26675,"silicon oxoacid
"
4271,CHEBI:17173,"ribulose
"
4278,CHEBI:15430,"protoporphyrins
"
4280,SEDOHEPTULOSE,"a D-heptose
"
4282,CHEBI:18427,"methyl myo-inositols
"
4288,CHEBI:28792,"docosenoic acid
"
4288,C08316,"Unsaturated fatty acids
Monounsaturated fatty acids
"
4288,LMFA01030089,"Unsaturated fatty acids
"
4433,CHEBI:27551,"pyrimidines
"
4433,CPD0-2018,"a small molecule
"
4484,C08624,"Tirucallane/euphane triterpenoids
Dammarenes
"
4484,LMPR0106090002,"Tirucallane/euphane triterpenoids
"
4550,CHEBI:17253,"benzoquinone
"
4550,CPD-385,"a small molecule
"
4615,CHEBI:28113,"3beta-sterol
tetracyclic triterpenoid
"
4615,C05109,"Cholesterol and derivatives
"
4615,LMST01010087,"Cholesterol and derivatives
"
4677,CHEBI:32365,"long-chain fatty acid
straight-chain saturated fatty acid
"
4677,LMFA01010017,"Straight chain fatty acids
"
4684,CPD-4568,"a 3-&beta;-hydroxysterol
"
4717,CPD-2742,"a small molecule
"
4725,CHEBI:17741,"formamides
"
4725,CPD-581,"a small molecule
"
4880,CHEBI:31236,"N-arylpiperazine
N-alkylpiperazine
quinolone
"
5118,CHEBI:30997,"anhydrohexose
"
5129,CHEBI:16269,"tertiary amine
dimethylaniline
"
5129,NN-DIMETHYLANILINE,"a small molecule
"
5275,CHEBI:15725,"alkane-alpha,omega-diamine
"
5275,CPD-313,"a small molecule
"
5353,CHEBI:67263,"polyphenol
beta-diketone
diarylheptanoid
"
5375,CHEBI:17737,"cholestanoid
3beta-sterol
"
5375,C01802,"Cholesterol and derivatives
Cholestane and derivatives
"
5375,LMST01010016,"Cholesterol and derivatives
"
5404,CHEBI:16919,"guanidines
glycine derivative
"
5417,CHEBI:42820,"one-carbon compound
guanidines
carboxamidine
"
5417,CPD-13517,"a small molecule
"
6181,CHEBI:25826,"monoterpene
terpenoid fundamental parent
"
6181,LMFA11000655,"Hydrocarbons
"
6220,CHEBI:77468,"long-chain primary fatty alcohol
"
6220,LMFA05000194,"Fatty alcohols
"
6220,CPD-11595,"a small molecule
"
6400,CHEBI:16576,"dipeptide
"
6427,CHEBI:17568,"pyrimidone
pyrimidine nucleobase
"
6427,C00106,"pyrimidines
"
6427,URACIL,"a pyrimidine-related compound
a pyrimidine base
"
6454,CHEBI:16813,"hexitol
"
6558,CHEBI:17996,"halide anion
monoatomic chlorine
"
6558,CL-,"an anion
"
6720,CHEBI:45895,"tertiary alcohol
"
6726,CHEBI:9349,"sulfone
"
6726,CPD-10437,"a sulfone
"
6775,CHEBI:3884,"gallate ester
ellagitannin
"
6775,C10219,"Ellagitannins
"
6782,CHEBI:27974,"17beta-hydroxy steroid
3-hydroxy steroid
16alpha-hydroxy steroid
"
6782,C05141,"C18 steroids (estrogens) and derivatives
Estrane and derivatives
Estrogens
"
6782,LMST02010003,"C18 steroids (estrogens) and derivatives
"
6785,CHEBI:42491,"flavones
"
6785,C15608,"flavones
"
6785,LMPK12110097,"Flavones and Flavonols
"
6785,CPD-8485,"a flavone
"
7050,CHEBI:28064,"anthocyanin cation
rutinoside
disaccharide derivative
"
7050,C08620,"Anthocyanidins
Anthocyanidins and anthocyanins
"
7104,CHEBI:49575,"organochlorine compound
1,4-benzodiazepinone
"
7106,CHEBI:31000,"long-chain primary fatty alcohol
fatty alcohol 22:0
"
7106,LMFA05000008,"Fatty alcohols
"
7106,CPD-7845,"a long-chain alcohol
a primary alcohol
a fatty alcohol
"
7107,CHEBI:75627,"long-chain primary fatty alcohol
fatty alcohol 20:0
"
7107,LMFA05000221,"Fatty alcohols
"
7107,CPD-7869,"a long-chain alcohol
a primary alcohol
a fatty alcohol
"
7127,LMFA01010029,"Straight chain fatty acids
"
7129,CHEBI:31001,"very long-chain fatty acid
straight-chain saturated fatty acid
"
7129,LMFA01010028,"Straight chain fatty acids
"
7193,CPD-8779,"a small molecule
"
7312,CHEBI:17258,"purine
"
7312,PURINE-RING,"a ring
"
7412,CHEBI:16704,"uridines
"
7412,C00299,"Ribonucleosides
"
7498,CHEBI:36217,"cellobiose
"
7499,CHEBI:41922,"polyphenol
"
7500,CHEBI:15429,"hydroxylamines
"
7500,HYDROXYLAMINE,"a small molecule
"
7509,CHEBI:16695,"pyrimidine ribonucleoside 5'-monophosphate
uridine 5'-phosphate
"
7509,C00105,"Ribonucleotides
"
7510,CHEBI:17659,"pyrimidine ribonucleoside 5'-diphosphate
uridine 5'-phosphate
"
7510,C00015,"Ribonucleotides
"
7539,CHEBI:36121,"chromenyliums
"
7837,CHEBI:16885,"trisaccharide
"
7915,CPD-12024,"a small molecule
"
7946,CHEBI:109895,"beta-carbolines
mancude organic heterotricyclic parent
"
8033,CHEBI:506227,"N-acetylglucosamine
"
8033,C00140,"Amino sugars
"
8047,CHEBI:47845,"dithiane
"
8048,CHEBI:540,"dithiane
"
8049,LMFA06000001,"Fatty aldehydes
"
8049,CPD-7620,"an <i>n</i>-alkanal
"
8052,CHEBI:45571,"medium-chain fatty acid
straight-chain saturated fatty acid
"
8052,C17714,"Straight chain fatty acids
"
8052,LMFA01010007,"Straight chain fatty acids
"
8054,LMFA05000122,"Fatty alcohols
"
8054,CPD-9057,"a small molecule
"
8056,CHEBI:5672,"methyl ketone
dialkyl ketone
"
8056,C08380,"Oxygenated hydrocarbons
"
8056,LMFA12000004,"Oxygenated hydrocarbons
"
8059,CHEBI:50139,"dialkyl ketone
"
8059,LMFA12000047,"Oxygenated hydrocarbons
"
8060,LMFA12000118,"Oxygenated hydrocarbons
"
8065,LMFA12000103,"Oxygenated hydrocarbons
"
8069,LMFA06000109,"Fatty aldehydes
"
8069,HEXANAL,"an <i>n</i>-alkanal
"
8071,LMFA12000247,"Oxygenated hydrocarbons
"
8071,CPD-9081,"a small molecule
"
8073,LMFA05000117,"Fatty alcohols
"
8073,HEXANOL-CMPD,"a small molecule
"
8080,LMFA12000048,"Oxygenated hydrocarbons
"
8081,LMFA12000049,"Oxygenated hydrocarbons
"
8081,CPD-13223,"a ketone
"
8083,LMFA06000002,"Fatty aldehydes
"
8085,LMFA06000003,"Fatty aldehydes
"
8086,CHEBI:23292,"3-hexenal
"
8086,LMFA06000110,"Fatty aldehydes
"
8098,CHEBI:16554,"triamine
polyazaalkane
"
8099,CPD0-2414,"a small molecule
"
8101,ETHYL-S-3-HYDROXYHEXANOATE,"a small molecule
"
8105,CHEBI:55381,"beta-hydroxy ketone
"
8105,LMFA12000071,"Oxygenated hydrocarbons
"
8113,CHEBI:30841,"2-oxo monocarboxylic acid
3-hydroxy monocarboxylic acid
"
8114,CHEBI:18300,"butenedioic acid
"
