cid,cStruc,canonical_smiles,Isomeric_smiles,IUPAC,cFormula,InChiKey,MW,AlogP,Num_AromaticRings,Num_H_Acceptors,Num_H_Donors,Num_RotatableBonds,Num_Rings,SensoryThr,toxicity_val
82,CC(C)C(=O)C1=C(C(C(C1=O)CC=C(C)C)(C(=O)CC=C(C)C)O)O,CC(C)C(=O)C1=C(C(C(C1=O)CC=C(C)C)(C(=O)CC=C(C)C)O)O,CC(C)C(=O)C1=C([C@]([C@@H](C1=O)CC=C(C)C)(C(=O)CC=C(C)C)O)O,"(4R,5S)-3,4-dihydroxy-5-(3-methylbut-2-enyl)-4-(4-methylpent-3-enoyl)-2-(2-methylpropanoyl)cyclopent-2-en-1-one",C20H28O5,KKXFYHZSOIALRM-VLIAUNLRSA-N,348.44,3.2353,0,5,2,7,1.0,1,0.0
83,CC(C)CC(=O)C1=C(C(C(C1=O)CC=C(C)C)(C(=O)CC=C(C)C)O)O,CC(C)CC(=O)C1=C(C(C(C1=O)CC=C(C)C)(C(=O)CC=C(C)C)O)O,CC(C)CC(=O)C1=C([C@]([C@@H](C1=O)CC=C(C)C)(C(=O)CC=C(C)C)O)O,"(4R,5S)-3,4-dihydroxy-2-(3-methylbutanoyl)-5-(3-methylbut-2-enyl)-4-(4-methylpent-3-enoyl)cyclopent-2-en-1-one",C21H30O5,QARXXMMQVDCYGZ-VFNWGFHPSA-N,362.47,3.6254,0,5,2,8,1.0,1,0.0
84,CCC(C)C(=O)C1=C(C(C(C1=O)CC=C(C)C)(C(=O)CC=C(C)C)O)O,CCC(C)C(=O)C1=C(C(C(C1=O)CC=C(C)C)(C(=O)CC=C(C)C)O)O,CC[C@H](C)C(=O)C1=C([C@]([C@@H](C1=O)CC=C(C)C)(C(=O)CC=C(C)C)O)O,"(4R,5S)-3,4-dihydroxy-2-[(2S)-2-methylbutanoyl]-5-(3-methylbut-2-enyl)-4-(4-methylpent-3-enoyl)cyclopent-2-en-1-one",C21H30O5,QHRQNLXYMFCGPB-ZSDSOXJFSA-N,362.47,3.6254,0,5,2,8,1.0,1,0.0
85,CCC(C)C(=O)C1=C(C(C(C1=O)CC=C(C)C)(C(=O)CC=C(C)C)O)O,CCC(C)C(=O)C1=C(C(C(C1=O)CC=C(C)C)(C(=O)CC=C(C)C)O)O,CC[C@H](C)C(=O)C1=C([C@@]([C@@H](C1=O)CC=C(C)C)(C(=O)CC=C(C)C)O)O,"(4S,5S)-3,4-dihydroxy-2-[(2S)-2-methylbutanoyl]-5-(3-methylbut-2-enyl)-4-(4-methylpent-3-enoyl)cyclopent-2-en-1-one",C21H30O5,QHRQNLXYMFCGPB-PDSXEYIOSA-N,362.47,3.6254,0,5,2,8,1.0,1,0.0
86,C1CCC(CC1)NS(=O)(=O)[O-].[Na+],C1CCC(CC1)NS(=O)(=O)[O-].[Na+],C1CCC(CC1)NS(=O)(=O)[O-].[Na+],sodium;N-cyclohexylsulfamate,C6H12NNaO3S,UDIPTWFVPPPURJ-UHFFFAOYSA-M,201.22,-2.6271,0,3,1,2,1.0,0,0.0
87,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,"4-N-(7-chloroquinolin-4-yl)-1-N,1-N-diethylpentane-1,4-diamine",C18H26ClN3,WHTVZRBIWZFKQO-UHFFFAOYSA-N,319.88,4.8106,2,3,1,8,2.0,0,330.0
88,CC(=CCC1=C(C=C(C2=C1OC(CC2=O)C3=CC=C(C=C3)O)O)O)C,CC(=CCC1=C(C=C(C2=C1OC(CC2=O)C3=CC=C(C=C3)O)O)O)C,CC(=CCC1=C(C=C(C2=C1OC(CC2=O)C3=CC=C(C=C3)O)O)O)C,"5,7-dihydroxy-2-(4-hydroxyphenyl)-8-(3-methylbut-2-enyl)-2,3-dihydrochromen-4-one",C20H20O5,LPEPZZAVFJPLNZ-UHFFFAOYSA-N,340.38,4.0186,2,5,3,3,3.0,1,0.0
89,CC(=C)C1C2C3C4(C(C1C(=O)O2)(CC5C4(O5)C(=O)O3)O)C,CC(=C)C1C2C3C4(C(C1C(=O)O2)(CC5C4(O5)C(=O)O3)O)C,CC(=C)[C@@H]1[C@@H]2[C@@H]3[C@@]4([C@]([C@H]1C(=O)O2)(C[C@@H]5[C@]4(O5)C(=O)O3)O)C,,C15H16O6,PIMZUZSSNYHVCU-YKWPQBAZSA-N,292.29,-0.062,0,6,1,1,5.0,0,0.0
90,CC1C2CC2(CC1=O)C(C)C,CC1C2CC2(CC1=O)C(C)C,C[C@@H]1[C@H]2C[C@]2(CC1=O)C(C)C,"(1S,4R,5R)-4-methyl-1-propan-2-ylbicyclo[3.1.0]hexan-3-one",C10H16O,USMNOWBWPHYOEA-MRTMQBJTSA-N,152.24,2.2576,0,1,0,1,2.0,0,499.0
91,COC1=C(C=C2C(=C1)C34CCN5C3CC6C7C4N2C(=O)CC7OCC=C6C5)OC,COC1=C(C=C2C(=C1)C34CCN5C3CC6C7C4N2C(=O)CC7OCC=C6C5)OC,COC1=C(C=C2C(=C1)[C@]34CCN5[C@H]3C[C@@H]6[C@@H]7C4N2C(=O)CC7OCC=C6C5)OC,"(4aR,5aS,8aR,15bR)-10,11-dimethoxy-4a,5,5a,7,8,13a,15,15a,15b,16-decahydro-2H-4,6-methanoindolo[3,2,1-ij]oxepino[2,3,4-de]pyrrolo[2,3-h]quinoline-14-one",C23H26N2O4,RRKTZKIUPZVBMF-PLNGPGDESA-N,394.47,2.1097,1,5,0,2,7.0,1,0.0
92,CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,"N-[(7S)-1,2,3,10-tetramethoxy-9-oxo-6,7-dihydro-5H-benzo[a]heptalen-7-yl]acetamide",C22H25NO6,IAKHMKGGTNLKSZ-INIZCTEOSA-N,399.44,2.8716,2,6,1,5,3.0,0,0.0
93,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,4-(4-aminophenyl)sulfonylaniline,C12H12N2O2S,MQJKPEGWNLWLTK-UHFFFAOYSA-N,248.31,1.6838,2,4,2,2,2.0,0,0.0
94,CC[N+](CC)(CC1=CC=CC=C1)CC(=O)NC2=C(C=CC=C2C)C.C1=CC=C(C=C1)C(=O)[O-],CC[N+](CC)(CC1=CC=CC=C1)CC(=O)NC2=C(C=CC=C2C)C.C1=CC=C(C=C1)C(=O)[O-],CC[N+](CC)(CC1=CC=CC=C1)CC(=O)NC2=C(C=CC=C2C)C.C1=CC=C(C=C1)C(=O)[O-],"benzyl-[2-(2,6-dimethylanilino)-2-oxoethyl]-diethylazanium;benzoate",C28H34N2O3,VWTINHYPRWEBQY-UHFFFAOYSA-N,446.59,4.34884,3,3,1,8,3.0,0,0.0
95,C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1.C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1.C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1.[O-]S(=O)(=O)[O-].[Fe+2],C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1.C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1.C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1.[O-]S(=O)(=O)[O-].[Fe+2],C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1.C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1.C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1.[O-]S(=O)(=O)[O-].[Fe+2],"iron(2+);1,10-phenanthroline;sulfate",C36H24FeN6O4S,CIWXFRVOSDNDJZ-UHFFFAOYSA-L,692.54,7.0085,9,10,0,0,9.0,0,0.0
96,C1=CC2=C(C(=C1)OCC(COC3=CC4=C(C=C3)OC(=CC4=O)C(=O)O)O)C(=O)C=C(O2)C(=O)O,C1=CC2=C(C(=C1)OCC(COC3=CC4=C(C=C3)OC(=CC4=O)C(=O)O)O)C(=O)C=C(O2)C(=O)O,C1=CC2=C(C(=C1)OCC(COC3=CC4=C(C=C3)OC(=CC4=O)C(=O)O)O)C(=O)C=C(O2)C(=O)O,5-[3-(2-carboxy-4-oxochromen-6-yl)oxy-2-hydroxypropoxy]-4-oxochromene-2-carboxylic acid,C23H16O11,FSINDHDHRQZTPH-UHFFFAOYSA-N,468.37,2.1145,4,9,3,8,4.0,0,0.0
97,CC(=O)OC(C)(C)C=CC(=O)C(C)(C1C(CC2(C1(CC(=O)C3(C2CC=C4C3C=C(C(=O)C4(C)C)O)C)C)C)O)O,CC(=O)OC(C)(C)C=CC(=O)C(C)(C1C(CC2(C1(CC(=O)C3(C2CC=C4C3C=C(C(=O)C4(C)C)O)C)C)C)O)O,CC(=O)OC(C)(C)/C=C/C(=O)C(C)(C1C(CC2(C1(CC(=O)C3(C2CC=C4C3C=C(C(=O)C4(C)C)O)C)C)C)O)O,"[(E)-6-(2,16-dihydroxy-4,4,9,13,14-pentamethyl-3,11-dioxo-8,10,12,15,16,17-hexahydro-7H-cyclopenta[a]phenanthren-17-yl)-6-hydroxy-2-methyl-5-oxohept-3-en-2-yl] acetate",C32H44O8,NDYMQXYDSVBNLL-OUKQBFOZSA-N,556.7,4.1902,0,8,3,5,4.0,1,0.0
98,CC1CC(C(=O)C(C1)C(CC2CC(=O)NC(=O)C2)O)C,CC1CC(C(=O)C(C1)C(CC2CC(=O)NC(=O)C2)O)C,C[C@H]1C[C@@H](C(=O)[C@@H](C1)[C@@H](CC2CC(=O)NC(=O)C2)O)C,"4-[(2R)-2-[(1S,3S,5S)-3,5-dimethyl-2-oxocyclohexyl]-2-hydroxyethyl]piperidine-2,6-dione",C15H23NO4,YPHMISFOHDHNIV-FSZOTQKASA-N,281.35,1.0415,0,4,2,3,2.0,0,2.0
99,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,"(3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-6-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-14-ethyl-7,12,13-trihydroxy-4-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy-3,5,7,9,11,13-hexamethyl-oxacyclotetradecane-2,10-dione",C37H67NO13,ULGZDMOVFRHVEP-RWJQBGPGSA-N,733.94,1.7856,0,14,5,7,3.0,0,4600.0
100,C1CN2CC3=CCOC4CC(=O)N5C6C4C3CC2C61C7=CC=CC=C75,C1CN2CC3=CCOC4CC(=O)N5C6C4C3CC2C61C7=CC=CC=C75,C1CN2CC3=CCO[C@H]4CC(=O)N5[C@H]6[C@H]4[C@H]3C[C@H]2[C@@]61C7=CC=CC=C75,"(4aR,5aS,8aR,13aS,15aS,15bR)-4a,5,5a,7,8,13a,15,15a,15b,16-decahydro-2H-4,6-methanoindolo[3,2,1-ij]oxepino[2,3,4-de]pyrrolo[2,3-h]quinoline-14-one",C21H22N2O2,QMGVPVSNSZLJIA-FVWCLLPLSA-N,334.42,2.0925,1,3,0,0,7.0,1,2.35
101,C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N,C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N,C1=C(N=C(S1)N=C(N)N)CSCC/C(=N/S(=O)(=O)N)/N,"3-[[2-(diaminomethylideneamino)-1,3-thiazol-4-yl]methylsulfanyl]-N'-sulfamoylpropanimidamide",C8H15N7O2S3,XUFQPHANEAPEMJ-UHFFFAOYSA-N,337.46,-0.768,1,6,4,7,1.0,0,0.0
102,C1=CC=C(C=C1)C(C#N)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)O)O)O)O)O)O,C1=CC=C(C=C1)C(C#N)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)O)O)O)O)O)O,C1=CC=C(C=C1)[C@H](C#N)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O,"(2R)-2-phenyl-2-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxyacetonitrile",C20H27NO11,XUCIJNAGGSZNQT-JHSLDZJXSA-N,457.43,-3.10802,1,12,7,7,3.0,0,457.0
103,C1=CC(=CC=C1O)OC2C(C(C(C(O2)CO)O)O)O,C1=CC(=CC=C1O)OC2C(C(C(C(O2)CO)O)O)O,C1=CC(=CC=C1O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,"(2R,3S,4S,5R,6S)-2-(hydroxymethyl)-6-(4-hydroxyphenoxy)oxane-3,4,5-triol",C12H16O7,BJRNKVDFDLYUGJ-RMPHRYRLSA-N,272.25,-1.4291,1,7,5,3,2.0,1,0.0
104,C1=CC=C(C(=C1)C=O)OC2C(C(C(C(O2)CO)O)O)O,C1=CC=C(C(=C1)C=O)OC2C(C(C(C(O2)CO)O)O)O,C1=CC=C(C(=C1)C=O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,"2-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxybenzaldehyde",C13H16O7,BGOFCVIGEYGEOF-UJPOAAIJSA-N,284.26,-1.3222,1,7,4,4,2.0,1,0.0
106,"[K+].OC[C@H]1O[C@@H](SC(=NOS(=O)(=O)[O-])CC=C)[C@H](O)[C@@H](O)[C
@@H]1O
",C=CCC(=NOS(=O)(=O)[O-])SC1C(C(C(C(O1)CO)O)O)O.[K+],C=CC/C(=N\OS(=O)(=O)[O-])/S[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O.[K+],"potassium;[(E)-1-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]sulfanylbut-3-enylideneamino] sulfate",C10H16KNO9S2,QKFAFSGJTMHRRY-OCFLFPRFSA-M,397.47,-5.1101,0,11,4,6,1.0,0,0.0
107,CC(=O)NC(=S)N,CC(=O)NC(=S)N,CC(=O)NC(=S)N,N-carbamothioylacetamide,C3H6N2OS,IPCRBOOJBPETMF-UHFFFAOYSA-N,118.16,-0.6339,0,2,2,0,0.0,0,50.1
108,C=CCN=C=S,C=CCN=C=S,C=CCN=C=S,3-isothiocyanatoprop-1-ene,C4H5NS,ZOJBYZNEUISWFT-UHFFFAOYSA-N,99.16,1.2752,0,2,0,2,0.0,0,112.0
109,C1CCC(=O)NCC1,C1CCC(=O)NCC1,C1CCC(=O)NCC1,azepan-2-one,C6H11NO,JBKVHLHDHHXQEQ-UHFFFAOYSA-N,113.16,0.6766,0,1,1,0,1.0,0,1210.0
110,CN(C)C=S,CN(C)C=S,CN(C)C=S,"N,N-dimethylmethanethioamide",C3H7NS,SKECXRFZFFAANN-UHFFFAOYSA-N,89.16,0.5052,0,1,0,1,0.0,0,0.0
111,CCC1=NC=CN=C1,CCC1=NC=CN=C1,CCC1=NC=CN=C1,2-ethylpyrazine,C6H8N2,KVFIJIWMDBAGDP-UHFFFAOYSA-N,108.14,1.039,1,2,0,1,1.0,0,0.0
112,CCNC(=S)N,CCNC(=S)N,CCNC(=S)N,ethylthiourea,C3H8N2S,GMEHFXXZSWDEDB-UHFFFAOYSA-N,104.18,-0.1605,0,1,2,1,0.0,0,99.9
113,C1CNC(=S)N1,C1CNC(=S)N1,C1CNC(=S)N1,imidazolidine-2-thione,C3H6N2S,PDQAZBWRQCGBEV-UHFFFAOYSA-N,102.16,-0.5359,0,1,2,0,1.0,0,0.0
114,CC1(C2CC(=O)C3(C(C24COC(=O)CC4O1)CCC5(C36C(O6)C(=O)OC5C7=COC=C7)C)C)C,CC1(C2CC(=O)C3(C(C24COC(=O)CC4O1)CCC5(C36C(O6)C(=O)OC5C7=COC=C7)C)C)C,C[C@@]12CC[C@H]3[C@]([C@@]14[C@H](O4)C(=O)O[C@H]2C5=COC=C5)(C(=O)C[C@@H]6[C@@]37COC(=O)C[C@@H]7OC6(C)C)C,,C26H30O8,KBDSLGBFQAGHBE-MSGMIQHVSA-N,470.52,3.1374,1,8,0,1,7.0,1,0.0
115,CN1C=CNC1=S,CN1C=CNC1=S,CN1C=CNC1=S,3-methyl-1H-imidazole-2-thione,C4H6N2S,PMRYVIKBURPHAH-UHFFFAOYSA-N,114.17,1.08269,1,2,1,0,1.0,0,0.0
117,CNC(=S)N,CNC(=S)N,CNC(=S)N,methylthiourea,C2H6N2S,KQJQICVXLJTWQD-UHFFFAOYSA-N,90.15,-0.5506,0,1,2,0,0.0,0,50.0
118,C1=CC=C(C=C1)CCN=C=S,C1=CC=C(C=C1)CCN=C=S,C1=CC=C(C=C1)CCN=C=S,2-isothiocyanatoethylbenzene,C9H9NS,IZJDOKYDEWTZSO-UHFFFAOYSA-N,163.25,2.3319,1,2,0,3,1.0,0,0.0
119,C1=CC=C(C=C1)NC(=S)N,C1=CC=C(C=C1)NC(=S)N,C1=CC=C(C=C1)NC(=S)N,phenylthiourea,C7H8N2S,FULZLIGZKMKICU-UHFFFAOYSA-N,152.22,1.3421,1,1,2,1,1.0,0,3.0
120,CCCC1=CC(=O)NC(=S)N1,CCCC1=CC(=O)NC(=S)N1,CCCC1=CC(=O)NC(=S)N1,6-propyl-2-sulfanylidene-1H-pyrimidin-4-one,C7H10N2OS,KNAHARQHSZJURB-UHFFFAOYSA-N,170.24,1.38499,1,2,2,2,1.0,0,0.0
121,CC(=O)NC1=CC=C(C=C1)O,CC(=O)NC1=CC=C(C=C1)O,CC(=O)NC1=CC=C(C=C1)O,N-(4-hydroxyphenyl)acetamide,C8H9NO2,RZVAJINKPMORJF-UHFFFAOYSA-N,151.17,1.3506,1,2,2,1,1.0,0,1940.0
122,CC1=CC(=NS(=O)(=O)O1)[O-].[K+],CC1=CC(=NS(=O)(=O)O1)[O-].[K+],CC1=CC(=NS(=O)(=O)O1)[O-].[K+],"potassium;6-methyl-2,2-dioxooxathiazin-4-olate",C4H4KNO4S,WBZFUFAFFUEMEI-UHFFFAOYSA-M,201.24,-4.072,0,4,0,0,1.0,0,0.0
123,C1=CC2=C(C(=C1)O)C(=O)C3=C(C=C(C=C3C2C4C(C(C(C(O4)CO)O)O)O)CO)O,C1=CC2=C(C(=C1)O)C(=O)C3=C(C=C(C=C3C2C4C(C(C(C(O4)CO)O)O)O)CO)O,C1=CC2=C(C(=C1)O)C(=O)C3=C(C=C(C=C3[C@@H]2[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)CO)O,"(10R)-1,8-dihydroxy-3-(hydroxymethyl)-10-[(2S,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-10H-anthracen-9-one",C21H22O9,AFHJQYHRLPMKHU-WEZNYRQKSA-N,418.4,-0.8912,2,9,7,3,4.0,0,0.0
124,CC1C2C(CC1=O)C(=C)CC(C3C2OC(=O)C3=C)O,CC1C2C(CC1=O)C(=C)CC(C3C2OC(=O)C3=C)O,CC1C2C(CC1=O)C(=C)CC(C3C2OC(=O)C3=C)O,"4-hydroxy-9-methyl-3,6-dimethylidene-3a,4,5,6a,7,9,9a,9b-octahydroazuleno[4,5-b]furan-2,8-dione",C15H18O4,YGMIBVIKXJJQQJ-UHFFFAOYSA-N,262.31,1.2463,0,4,1,0,3.0,0,0.0
125,C1=CC=C2C(=C1)C(=O)NS2(=O)=O,C1=CC=C2C(=C1)C(=O)NS2(=O)=O,C1=CC=C2C(=C1)C(=O)NS2(=O)=O,"1,1-dioxo-1,2-benzothiazol-3-one",C7H5NO3S,CVHZOJJKTDOEJC-UHFFFAOYSA-N,183.19,0.1187,1,3,1,0,2.0,0,0.0
126,CC12CCC(C(C1CCC(=C)C2CC=C3C(COC3=O)O)(C)CO)O,CC12CCC(C(C1CCC(=C)C2CC=C3C(COC3=O)O)(C)CO)O,C[C@@]12CC[C@H]([C@@]([C@H]1CCC(=C)[C@H]2C/C=C/3\[C@@H](COC3=O)O)(C)CO)O,"(3E,4S)-3-[2-[(1R,4aS,5R,6R,8aS)-6-hydroxy-5-(hydroxymethyl)-5,8a-dimethyl-2-methylidene-3,4,4a,6,7,8-hexahydro-1H-naphthalen-1-yl]ethylidene]-4-hydroxyoxolan-2-one",C20H30O5,BOJKULTULYSRAS-OTESTREVSA-N,350.46,1.9626,0,5,3,3,3.0,0,0.0
127,CC1=CCCC(=CC2C(C(C1)OC(=O)C(=C)C(CO)O)C(=C)C(=O)O2)CO,CC1=CCCC(=CC2C(C(C1)OC(=O)C(=C)C(CO)O)C(=C)C(=O)O2)CO,C/C/1=C\CC/C(=C/[C@@H]2[C@@H]([C@H](C1)OC(=O)C(=C)[C@H](CO)O)C(=C)C(=O)O2)/CO,"[(3aR,4S,6E,10Z,11aR)-10-(hydroxymethyl)-6-methyl-3-methylidene-2-oxo-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-4-yl] (3R)-3,4-dihydroxy-2-methylidenebutanoate",C20H26O7,ZTDFZLVUIVPZDU-QGNHJMHWSA-N,378.42,0.9543,0,7,3,5,2.0,0,0.0
128,CC12CCC(C(=CCC3C(C1O)OC(=O)C3=C)C2)OO,CC12CCC(C(=CCC3C(C1O)OC(=O)C3=C)C2)OO,C[C@]12CC[C@H](C(=CC[C@@H]3[C@@H]([C@H]1O)OC(=O)C3=C)C2)OO,,C15H20O5,JXXWNBNYEWOORY-GGAZOKNXSA-N,280.32,1.8236,0,5,2,1,3.0,0,0.0
129,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,"(8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-3-one",C21H30O5,JYGXADMDTFJGBT-VWUMJDOOSA-N,362.47,1.7816,0,5,3,2,4.0,0,0.0
130,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C,"N,N-dimethyl-2-[(2-methylphenyl)-phenylmethoxy]ethanamine",C18H23NO,QVYRGXJJSLMXQH-UHFFFAOYSA-N,269.39,3.66262,2,2,0,6,2.0,0,0.0
131,CC1=CC(C2C(CC(=C)C(CC1)O)OC(=O)C2=C)O,CC1=CC(C2C(CC(=C)C(CC1)O)OC(=O)C2=C)O,C/C/1=C\[C@H]([C@H]2[C@H](CC(=C)[C@@H](CC1)O)OC(=O)C2=C)O,"(3aS,4R,5E,9S,11aS)-4,9-dihydroxy-6-methyl-3,10-dimethylidene-4,7,8,9,11,11a-hexahydro-3aH-cyclodeca[b]furan-2-one",C15H20O4,KNEQPJSDSYNUHP-RFPYWGSLSA-N,264.32,1.4924,0,4,2,0,2.0,0,0.0
132,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,"6-(dimethylamino)-4,4-diphenylheptan-3-one",C21H27NO,USSIQXCVUWKGNF-UHFFFAOYSA-N,309.45,4.292,2,2,0,7,2.0,0,86.0
134,CC(C(C1=CC=CC=C1)O)N(C)CC=CC2=CC=CC=C2,CC(C(C1=CC=CC=C1)O)N(C)CC=CC2=CC=CC=C2,CC(C(C1=CC=CC=C1)O)N(C)C/C=C/C2=CC=CC=C2,2-[methyl-[(E)-3-phenylprop-2-enyl]amino]-1-phenylpropan-1-ol,C19H23NO,YMJMZFPZRVMNCH-FMIVXFBMSA-N,281.4,3.7537,2,2,1,6,2.0,0,0.0
138,CCOC(=O)CC(CC(=O)OCC)(C(=O)OCC)O,CCOC(=O)CC(CC(=O)OCC)(C(=O)OCC)O,CCOC(=O)CC(CC(=O)OCC)(C(=O)OCC)O,"triethyl 2-hydroxypropane-1,2,3-tricarboxylate",C12H20O7,DOOTYTYQINUNNV-UHFFFAOYSA-N,276.28,0.187,0,7,1,8,0.0,0,5890.0
142,CC(CN(C)C)C(C)(CC1=CC=C(C=C1)Cl)O.Cl,CC(CN(C)C)C(C)(CC1=CC=C(C=C1)Cl)O.Cl,CC(CN(C)C)C(C)(CC1=CC=C(C=C1)Cl)O.Cl,"1-(4-chlorophenyl)-4-(dimethylamino)-2,3-dimethylbutan-2-ol;hydrochloride",C14H23Cl2NO,ZMROYCGIWPNZNJ-UHFFFAOYSA-N,292.25,3.253,1,2,1,5,1.0,0,0.0
144,CC1=C(C=CC=C1Cl)NC2=C(C=CC=N2)C(=O)O,CC1=C(C=CC=C1Cl)NC2=C(C=CC=N2)C(=O)O,CC1=C(C=CC=C1Cl)NC2=C(C=CC=N2)C(=O)O,2-(3-chloro-2-methylanilino)pyridine-3-carboxylic acid,C13H11ClN2O2,CLOMYZFHNHFSIQ-UHFFFAOYSA-N,262.7,3.48522,2,3,2,3,2.0,0,335.0
148,CN1C2CCC1C(C(C2)OC(=O)C3=CC=CC=C3)C(=O)OC,CN1C2CCC1C(C(C2)OC(=O)C3=CC=CC=C3)C(=O)OC,CN1[C@H]2CC[C@@H]1[C@@H]([C@@H](C2)OC(=O)C3=CC=CC=C3)C(=O)OC,"methyl (1S,3R,4S,5R)-3-benzoyloxy-8-methyl-8-azabicyclo[3.2.1]octane-4-carboxylate",C17H21NO4,ZPUCINDJVBIVPJ-YJNKXOJESA-N,303.36,1.8677,1,5,0,3,3.0,0,0.0
149,CCN(CCCC1=CC=CC=C1)CCCC2=CC=CC=C2.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,CCN(CCCC1=CC=CC=C1)CCCC2=CC=CC=C2.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,CCN(CCCC1=CC=CC=C1)CCCC2=CC=CC=C2.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,"N-ethyl-3-phenyl-N-(3-phenylpropyl)propan-1-amine;2-hydroxypropane-1,2,3-tricarboxylic acid",C26H35NO7,RYHCACJBKCOBTJ-UHFFFAOYSA-N,473.57,3.3254,2,5,4,14,2.0,0,0.0
